mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom,bbbp
gdb_19956,O=C1COC1C1CO1,3.87828,1.74052,1.46402,2.0792,58.0,-0.26,-0.0348,0.2252,855.6527,0.105793,-419.639074,-419.631978,-419.631034,-419.670991,25.321,-1386.6938610511,-1394.683933148,-1402.38848865,-1292.824162232,0.045676637
gdb_2803,COC1CCC1C,4.29391,2.03698,1.58001,0.9868,67.77,-0.2429,0.0837,0.3265,854.3528,0.1711,-310.902628,-310.894652,-310.893708,-310.934674,29.031,-1728.248264769,-1740.129520175,-1750.799683211,-1603.985795044,0.6401351
gdb_16913,OC1CCC2CN2C1,3.67284,1.78616,1.38106,2.3716,70.55,-0.2171,0.0712,0.2882,929.5826,0.1676,-365.039465,-365.032102,-365.031158,-365.07083,29.073,-1761.6624915101,-1773.928409933,-1784.59794546,-1634.2229437181,0.6089994
gdb_21348,c1nnn(n1)CC#N,6.13951,1.37547,1.28421,2.9651,56.2,-0.31,-0.0504,0.2596,892.5718,0.074165,-389.745661,-389.73924,-389.738295,-389.777451,21.648,-1120.242244489,-1125.988971911,-1131.913911889,-1045.576831106,0.98687196
gdb_10228,CCCC(CO)OC,2.70088,1.17451,0.91679,2.117,75.17,-0.2492,0.0741,0.3233,1363.3704,0.198118,-387.334314,-387.323928,-387.322983,-387.370234,36.409,-1958.2685913181,-1971.3032082661,-1983.7511042991,-1813.68298761,0.21287842
gdb_19532,OCC1C2CCCC12,3.38731,1.52333,1.44966,1.9058,73.6,-0.2532,0.0685,0.3217,984.3293,0.179421,-348.998102,-348.990246,-348.989302,-349.030565,29.939,-1884.3110080871,-1897.1567448261,-1908.419276358,-1751.1830912101,0.04282295
gdb_2974,CC(C#N)C1CO1,3.62431,2.49777,1.73241,4.0639,57.11,-0.2826,0.0301,0.3127,735.4776,0.112773,-324.568345,-324.561138,-324.560194,-324.599765,25.223,-1370.563742206,-1378.4841608041,-1386.189343815,-1279.027749358,0.8978083
gdb_27497,NC1=CC(=N)OC(=O)O1,2.1715,1.89096,1.01133,4.8483,66.9,-0.2331,-0.0231,0.21,1070.7712,0.089657,-489.948197,-489.940583,-489.939639,-489.980526,28.466,-1379.614932022,-1386.390774204,-1393.501706192,-1289.63139644,0.30083087
gdb_11513,NC(CC1CN1)C#N,4.54916,1.04339,0.94025,1.8328,69.33,-0.252,0.023,0.275,1228.3212,0.143313,-360.018665,-360.010193,-360.009249,-360.052155,30.371,-1588.077814385,-1597.8700923301,-1607.353635847,-1474.9824948241,0.28140417
gdb_9327,CCCCC(=O)C=O,7.61987,0.72618,0.67393,4.0192,69.91,-0.2474,-0.0916,0.1557,1636.0763,0.150108,-384.962446,-384.952798,-384.951854,-384.998209,32.424,-1725.6033143341,-1735.546821948,-1745.62336147,-1607.661115257,0.010729092
gdb_9860,CC1(CC1)C#CC#C,5.5988,0.9368,0.86143,1.4655,89.52,-0.228,-0.0095,0.2185,1335.2425,0.128242,-309.409039,-309.400482,-309.399537,-309.441979,31.771,-1652.029766611,-1660.8820360741,-1669.771956077,-1546.199118743,0.41569233
gdb_9496,CN1CCC1(C)C#N,2.45322,1.97982,1.74895,3.2519,72.43,-0.234,0.026,0.26,899.0723,0.153117,-343.980773,-343.972235,-343.971291,-344.013318,31.296,-1712.904414701,-1723.5444573051,-1733.620996827,-1592.838725168,0.09791765
gdb_25260,c1c[nH]c2c1COC2=O,3.36975,1.66154,1.12067,4.7146,70.25,-0.2356,-0.0231,0.2124,993.454,0.10471,-436.760324,-436.753837,-436.752893,-436.791236,25.28,-1547.0029577721,-1555.375810359,-1563.079738352,-1450.0088916421,0.96468216
gdb_4327,c1c(=O)[nH]cnc1O,4.19008,1.89842,1.30649,3.922,59.66,-0.2346,-0.0396,0.195,838.593,0.0869,-414.741254,-414.73518,-414.734236,-414.771472,23.252,-1290.2802407461,-1297.133894044,-1303.652457536,-1208.3551757421,0.021191986
gdb_13819,CCC1OC1C(C)O,3.47856,1.26635,1.15215,1.791,71.38,-0.2603,0.0806,0.3409,1160.3145,0.175343,-386.127469,-386.118245,-386.117301,-386.161502,33.802,-1828.8141121271,-1840.800789045,-1852.063320577,-1696.415360708,0.7560262
gdb_13552,CN1CC1C(O)C#C,3.82363,1.39805,1.12189,1.1509,71.35,-0.2295,0.0268,0.2562,1065.5355,0.139577,-363.781616,-363.772694,-363.77175,-363.815043,32.43,-1600.202543283,-1609.713069687,-1619.196613204,-1487.427880821,0.9731578
gdb_13245,O=CC#CC1CCO1,7.86118,0.8151,0.782,3.2922,70.4,-0.2677,-0.0655,0.2022,1394.0217,0.105728,-382.489299,-382.481199,-382.480255,-382.52369,26.619,-1429.3845533391,-1436.7452339091,-1444.449789411,-1337.3233354581,0.8146753
gdb_22936,ON=C1C=CC2CC12O,2.77767,1.52298,1.11261,1.0173,76.26,-0.2272,-0.0409,0.1863,1072.8374,0.123755,-437.836311,-437.828257,-437.827313,-437.868645,31.164,-1594.3428642411,-1603.509515713,-1612.399435716,-1484.8701541371,0.94776917
gdb_2368,CC(C)N1CC1C,3.96968,2.01068,1.55766,1.1577,71.81,-0.2199,0.0852,0.3051,884.836,0.181779,-291.021228,-291.012742,-291.011798,-291.053457,31.53,-1790.399893674,-1802.849672234,-1814.112831275,-1659.514693963,0.9085465
gdb_17236,O=CC12OC3CC1C23,5.11167,1.80973,1.5986,2.7697,62.47,-0.2455,-0.0348,0.2107,791.8213,0.106665,-382.477275,-382.470964,-382.470019,-382.507811,24.005,-1421.8393851231,-1430.322679294,-1438.026607287,-1327.359120047,0.6031573
gdb_10186,CCNC(CN)C#N,2.13594,1.49021,0.92823,4.6825,73.13,-0.2341,0.0338,0.2678,1270.2382,0.165657,-361.241279,-361.231654,-361.23071,-361.276021,33.774,-1727.427482997,-1738.273348553,-1748.94288408,-1601.746842932,0.99572194
gdb_19795,OC1C2CC2C2OC12,3.07755,2.60212,1.85554,2.1177,62.02,-0.2516,0.065,0.3166,748.7413,0.132084,-383.706396,-383.700007,-383.699063,-383.736669,25.786,-1565.272254798,-1575.483708755,-1584.374256267,-1457.2559930831,0.4233856
gdb_16755,CCC1=NC2CC2O1,4.81607,1.51724,1.41214,1.1996,68.46,-0.2373,0.0222,0.2595,948.4036,0.143115,-363.869965,-363.862697,-363.861753,-363.901883,27.376,-1655.642335924,-1666.1907622141,-1675.674305731,-1541.920762381,0.9863083
gdb_14508,OC1(C=O)C2CC1C2,4.23214,1.83066,1.50462,2.355,66.13,-0.2604,-0.0419,0.2185,845.8051,0.130808,-383.693861,-383.687128,-383.686184,-383.724611,26.698,-1557.4064294831,-1567.402020344,-1576.292567856,-1449.689489561,0.6911881
gdb_15062,OCC(C#C)C1CO1,2.45383,1.86819,1.19206,1.0811,65.97,-0.2573,0.0478,0.3051,1005.8903,0.127967,-383.670148,-383.661415,-383.660471,-383.703674,30.999,-1542.526308566,-1551.2668814271,-1560.157428939,-1436.551333628,0.9794143
gdb_26995,Cc1ccoc1CC#N,2.76382,1.23069,0.95383,4.3456,75.96,-0.2317,0.0016,0.2334,1226.9288,0.124385,-400.79833,-400.789802,-400.788858,-400.832788,30.347,-1707.1852976751,-1716.0551373901,-1724.945057393,-1599.3014403591,0.7196132
gdb_27209,c1cn2c(c1N)C=CC2,3.2691,1.62655,1.09511,1.4076,86.47,-0.1633,-0.0014,0.1619,1066.9825,0.139159,-380.909137,-380.901695,-380.900751,-380.94077,29.491,-1764.446748943,-1774.8866161761,-1784.369532184,-1648.052614569,0.9365456
gdb_27109,Cc1c(ocn1)OC=O,3.23274,1.18119,0.9093,1.9555,65.34,-0.2503,-0.0209,0.2293,1209.7473,0.099922,-473.871922,-473.863699,-473.862755,-473.906303,28.18,-1480.3558543911,-1487.6387238451,-1495.3426518381,-1385.28259331,0.6036227
gdb_4764,CN=c1occ(o1)N,6.78963,1.33713,1.13174,2.5057,62.56,-0.2102,0.0221,0.2323,1016.2523,0.106613,-415.864258,-415.856265,-415.855321,-415.897909,27.635,-1367.1237378681,-1374.550306883,-1382.254862385,-1273.981949489,0.168983
gdb_10224,CCCC(CC)CC,2.13179,1.15032,0.81106,0.0469,89.28,-0.2945,0.0909,0.3854,1561.9638,0.244963,-315.490766,-315.479656,-315.478712,-315.527417,39.853,-2329.110095084,-2345.24586151,-2360.066369072,-2158.7533242551,0.7890713
gdb_26923,Cc1c[nH]c(c1C=O)C,2.25818,1.62689,0.95678,5.4062,83.66,-0.2139,-0.0218,0.1921,1211.1437,0.147138,-402.018459,-402.009134,-402.008189,-402.053192,33.337,-1844.9756064221,-1855.1224269521,-1865.197711456,-1723.8933523091,0.81777984
gdb_6813,CC1(C)COC1C#N,3.07573,1.74966,1.44452,4.4165,68.18,-0.278,0.0002,0.2782,930.4054,0.14091,-363.860668,-363.852265,-363.85132,-363.893887,30.329,-1649.808384751,-1659.644588326,-1669.127504334,-1536.903200417,0.5160465
gdb_27215,Cc1c2c(c[nH]1)nc[nH]2,3.40241,1.61581,1.10307,3.8475,79.3,-0.174,0.0172,0.1913,1048.8996,0.127317,-396.978137,-396.970392,-396.969447,-397.01092,29.134,-1659.140698599,-1668.501250352,-1677.390542846,-1549.845573542,0.99777704
gdb_7570,C1C(CO1)(C(=O)N)N,3.34736,1.79954,1.43805,4.102,60.67,-0.2403,0.0222,0.2625,888.2534,0.13113,-417.060582,-417.052449,-417.051505,-417.093583,29.753,-1489.97619487,-1499.092018113,-1507.982565625,-1383.055563869,0.0049149883
gdb_24571,c1cncnccoc1,2.29663,2.08446,1.28173,2.2244,77.11,-0.2245,-0.045,0.1795,960.6289,0.113821,-416.788897,-416.781547,-416.780603,-416.820721,27.685,-1552.6618339341,-1561.3816989981,-1569.678622996,-1449.502491879,0.952272
gdb_13296,C1CC=C(C1)CC#N,4.78371,1.22058,1.08397,3.978,74.48,-0.2501,0.0057,0.2557,1104.903,0.143654,-326.762547,-326.754873,-326.753929,-326.795211,27.915,-1724.912426925,-1735.20671207,-1744.690255587,-1611.914998768,0.07507696
gdb_10590,CC1OC1(C=O)C#N,3.09961,1.7886,1.32609,3.0803,60.58,-0.2875,-0.072,0.2155,906.7922,0.09263,-398.593002,-398.585043,-398.584099,-398.62534,27.696,-1345.8549478221,-1352.414926908,-1359.526486405,-1258.882827931,0.7928074
gdb_3099,CCC1C(C)C1C,3.46991,1.89212,1.55217,0.0542,74.57,-0.2567,0.0813,0.338,931.1995,0.193921,-274.98231,-274.973411,-274.972467,-275.015306,32.396,-1914.582669756,-1927.662467352,-1939.518622398,-1777.801395481,0.04522946
gdb_19411,OC1C2NC2C11CN1,3.21382,2.16601,1.65508,1.65,64.4,-0.2311,0.0675,0.2986,811.8325,0.1318,-379.835672,-379.828813,-379.827869,-379.866538,26.985,-1485.518998443,-1495.4348956611,-1504.325443173,-1377.514659399,0.31262308
gdb_27159,c1c[nH]c(c1N)C2CC2,2.838,1.40049,0.9905,1.8675,83.41,-0.1695,0.0515,0.2211,1203.2656,0.161349,-382.087853,-382.079224,-382.078279,-382.121406,33.192,-1876.250027473,-1887.722147011,-1898.39042752,-1747.689748607,0.9012239
gdb_16512,CC12CC=C3CN1C23,3.74501,2.47251,1.81039,0.9254,75.14,-0.2069,-0.0343,0.1726,768.9289,0.142395,-326.607693,-326.601068,-326.600124,-326.637834,26.908,-1627.740148239,-1638.6926903251,-1648.176233842,-1513.1595148751,0.016149282
gdb_26469,CC1(O)CN2C=CN=C12,3.48788,1.36256,1.22593,2.5855,74.79,-0.2192,0.0347,0.2538,1060.9629,0.136635,-418.008476,-418.000339,-417.999395,-418.041372,30.51,-1690.107012731,-1700.1101337001,-1709.593049708,-1574.2493985521,0.04139716
gdb_1862,CC1CC=C(C)C1,5.51087,1.83913,1.467,0.2318,73.57,-0.2237,0.0359,0.2596,891.0964,0.172034,-273.812813,-273.805266,-273.804322,-273.844104,28.533,-1808.564396697,-1820.7154809731,-1831.385644009,-1684.084181349,0.8371526
gdb_3472,OC1C2CCC1O2,4.1359,2.97614,2.68588,1.8394,55.77,-0.2455,0.0658,0.3113,593.2917,0.126874,-345.629933,-345.624108,-345.623164,-345.659224,22.959,-1421.139085079,-1430.815273859,-1439.113452875,-1321.6337279311,0.9707854
gdb_957,c1cncnc1O,6.19703,2.7938,1.92566,1.3708,53.65,-0.2607,-0.0323,0.2284,601.9424,0.082009,-339.501781,-339.49673,-339.495786,-339.530512,19.055,-1180.5326817,-1187.139723961,-1193.065918957,-1107.05765289,0.924799
gdb_7627,NC(=O)C1CC(=O)O1,4.99172,1.39643,1.21957,1.1445,54.37,-0.2628,-0.0052,0.2576,936.6407,0.095416,-435.796262,-435.788891,-435.787947,-435.82869,26.341,-1336.7265743991,-1343.654901268,-1350.766460765,-1249.554906646,0.82882106
gdb_11939,CC12CC1(CC2)C=O,3.05204,1.97607,1.52846,2.8815,74.1,-0.2401,-0.0224,0.2177,896.8382,0.152913,-347.799962,-347.792046,-347.791102,-347.83189,29.83,-1760.318994741,-1771.3499754521,-1781.426514974,-1640.226322321,0.20831288
gdb_26175,Cc1cc([nH]c1)C(C)C,3.86286,0.89866,0.87132,1.5995,90.99,-0.1898,0.0538,0.2436,1497.9589,0.194003,-367.267715,-367.25767,-367.256726,-367.302946,37.269,-2137.3766026611,-2150.6264551961,-2163.074351229,-1990.1209481581,0.3554364
gdb_8541,OC1C2C3CC2(O)C13,4.0247,1.92072,1.56253,2.4435,64.3,-0.2502,0.0656,0.3158,825.1152,0.130402,-383.657572,-383.650763,-383.649819,-383.688077,27.366,-1534.6347553821,-1544.582655559,-1553.473203071,-1426.7640757551,0.43313313
gdb_19644,CCC12C3C4C1N4C23,4.99431,1.69623,1.59951,2.0932,70.28,-0.209,0.0687,0.2777,865.6929,0.142018,-326.603764,-326.596898,-326.595954,-326.634852,26.647,-1625.2746653781,-1636.0759777951,-1645.559521312,-1511.2882830371,0.95194685
gdb_12751,CC12OC1CC2C#C,3.26175,1.83847,1.48257,2.0648,70.81,-0.2452,0.0452,0.2904,898.8378,0.128363,-346.537382,-346.529594,-346.52865,-346.56924,29.463,-1595.890301435,-1605.22449781,-1614.115045322,-1489.124665157,0.9603579
gdb_3771,CN1N=NNC1=N,4.13176,3.54598,1.9314,1.103,53.19,-0.2165,-0.0138,0.2027,619.9974,0.091175,-352.845678,-352.839014,-352.83807,-352.876901,22.728,-1086.509243176,-1092.991411146,-1099.510602147,-1007.244188823,0.6033808
gdb_10551,COCC1(CO1)C#N,3.05805,1.53752,1.14441,4.7325,62.94,-0.2764,0.003,0.2794,1045.7883,0.116718,-399.766916,-399.758494,-399.75755,-399.800449,28.841,-1454.644928134,-1462.691476041,-1470.989027548,-1355.051719726,0.9810059
gdb_21304,COc1c(non1)N,3.53514,1.95995,1.2725,4.2512,56.77,-0.236,-0.0181,0.2179,891.6123,0.095641,-431.867258,-431.859886,-431.858942,-431.898963,26.44,-1220.402093524,-1227.329165375,-1234.440724872,-1132.416546598,0.59581786
gdb_4830,CCc1ccc([nH]1)N,4.56009,1.31306,1.09297,1.3875,76.38,-0.177,0.0544,0.2315,1120.3562,0.155196,-344.025028,-344.016516,-344.015571,-344.05836,31.278,-1740.6748254961,-1751.3311833341,-1761.407095347,-1621.1029855461,0.84423435
gdb_26643,C#Cc1c[nH]c(c1O)N,3.40107,1.27588,0.9324,1.0607,78.72,-0.1935,0.0141,0.2076,1182.7378,0.112546,-416.805784,-416.796906,-416.795962,-416.838993,33.297,-1563.2585784171,-1571.019609729,-1579.316533727,-1460.968336327,0.9874142
gdb_27383,c1c(=O)cc([nH]c1N)O,1.93598,1.83253,0.94315,6.0679,72.57,-0.2062,0.0065,0.2127,1156.2788,0.114393,-454.008022,-454.000066,-453.999122,-454.04014,31.031,-1553.488890796,-1561.827857897,-1570.124781895,-1450.258012715,0.73897755
gdb_7548,CCCC1(O)CC1O,3.20713,1.21218,1.03094,2.0214,71.74,-0.2436,0.0738,0.3174,1226.9867,0.174512,-386.122945,-386.113389,-386.112445,-386.15707,35.283,-1825.9752614111,-1837.753605341,-1849.016136873,-1693.63424082,0.03382392
gdb_11040,CC1CCC2(O)CC12,3.80861,1.65717,1.38656,1.1813,74.16,-0.2494,0.0835,0.3329,969.9154,0.177865,-349.010298,-349.002456,-349.001511,-349.041776,31.398,-1891.964107851,-1904.8186297161,-1916.080533739,-1758.2180946091,0.6193883
gdb_27241,OC1=C2CCN2C(=O)O1,2.21401,2.01084,1.07743,3.8276,65.15,-0.1955,0.032,0.2275,1035.3256,0.101515,-473.831114,-473.823539,-473.822595,-473.863524,27.687,-1454.7484671191,-1462.437962405,-1470.141890398,-1358.438385799,0.30623978
gdb_7850,CC1CC1NC(N)=O,3.84442,1.33674,1.19533,3.3467,68.6,-0.2401,0.0551,0.2952,1070.0176,0.154078,-381.150973,-381.142214,-381.14127,-381.184553,32.271,-1683.0305937381,-1693.5313293441,-1703.607868866,-1563.358352348,0.8971704
gdb_3567,C1C2C1C1OCC21,5.27493,2.92865,2.74105,1.8403,59.06,-0.2439,0.0678,0.3117,574.4829,0.126962,-308.450204,-308.444961,-308.444017,-308.478871,21.405,-1445.033372781,-1455.075399308,-1463.373578324,-1345.3924736891,0.8456363
gdb_4872,[NH3+]CC1=CN=C([O-])O1,2.92502,1.41964,0.96059,4.1285,66.14,-0.269,-0.0936,0.1755,1157.7387,0.104063,-415.891316,-415.881986,-415.881042,-415.92665,30.839,-1384.1028763901,-1390.6904658721,-1398.395021374,-1292.017185658,0.9649447
gdb_13573,CC1CN1C(=O)C#C,3.85202,1.54376,1.25017,3.4754,70.06,-0.256,-0.039,0.217,975.8224,0.116767,-362.624385,-362.616126,-362.615181,-362.65722,29.521,-1501.881295618,-1510.0307550011,-1518.327678999,-1402.1061096,0.6353342
gdb_5609,Cn1cccc1OC,3.33917,1.97806,1.26212,1.3971,71.71,-0.1776,0.0607,0.2383,959.0704,0.142476,-363.885041,-363.876753,-363.875809,-363.918384,29.483,-1665.1026616081,-1675.011028718,-1684.494572235,-1552.27528839,0.49808872
gdb_4636,N=C1OC=C(O1)C=O,5.56445,1.5007,1.18194,5.0459,58.58,-0.2486,-0.0774,0.1712,910.081,0.071856,-434.556912,-434.550483,-434.549539,-434.58788,23.001,-1186.874915163,-1192.617250022,-1198.542817509,-1112.158046042,0.9590966
gdb_23963,c1nc(c(o1)C#N)C#N,2.08322,1.90558,0.99522,4.9567,67.73,-0.2963,-0.1023,0.194,1042.9018,0.055825,-430.511787,-430.504929,-430.503985,-430.543663,23.988,-1230.853883428,-1235.439091691,-1240.771035664,-1160.846469352,0.64790416
gdb_4495,Cc1cc(c(o1)C)O,3.57403,1.73257,1.1841,1.678,69.55,-0.1875,0.0286,0.216,1001.5769,0.128804,-383.78057,-383.771921,-383.770977,-383.813824,30.426,-1611.8171073641,-1620.6103909811,-1629.500938493,-1505.6714499781,0.38321316
gdb_24491,c1c2c(ncn1)C=CC2,3.9652,1.64678,1.17192,3.4255,79.76,-0.2448,-0.0491,0.1957,979.815,0.117039,-379.74552,-379.739414,-379.73847,-379.77587,24.557,-1662.118228804,-1671.6193425731,-1679.916266571,-1558.289962155,0.47443303
gdb_25878,CC(=O)c1cc(oc1)N,4.36754,1.01421,0.82814,3.2996,74.8,-0.2012,-0.0333,0.1679,1332.2488,0.123726,-437.936961,-437.928171,-437.927226,-437.970865,31.846,-1657.5016450911,-1666.206449939,-1675.095742433,-1549.0141241171,0.3445972
gdb_2010,O=CC12CC(C1)O2,5.93688,2.13799,2.09202,2.2231,54.87,-0.2522,-0.0431,0.2091,652.3392,0.100545,-344.385047,-344.378878,-344.377934,-344.416181,22.114,-1267.813536019,-1275.496756215,-1282.608943221,-1182.83563973,0.9598833
gdb_7003,CC1(C(=O)CN1C)C,2.66758,1.96561,1.53361,2.571,72.27,-0.2209,-0.0188,0.2021,936.5628,0.16254,-365.061857,-365.052795,-365.051851,-365.094893,33.25,-1775.713673038,-1786.91345367,-1797.582989197,-1649.322692785,0.81434196
gdb_8113,CC1CC2(O)C(O)C12,3.07633,1.88626,1.46599,1.9597,67.73,-0.2357,0.0647,0.3004,916.0931,0.152422,-384.901452,-384.893111,-384.892167,-384.933476,31.874,-1687.3290303881,-1698.092692265,-1708.169231787,-1567.04057516,0.3494735
gdb_16887,CC1=CC2CC2OC1,3.93198,1.83615,1.43618,1.0932,73.93,-0.2152,0.0209,0.2361,914.0588,0.154761,-347.795453,-347.7882,-347.787256,-347.82662,28.421,-1757.4895566601,-1768.9365758381,-1779.01311536,-1636.9193498911,0.1199003
gdb_17715,OC1C2C3C1C2C3=O,6.86307,1.49858,1.4415,3.8752,62.15,-0.2431,0.0086,0.2517,844.3197,0.107319,-382.476628,-382.470325,-382.469381,-382.506956,24.437,-1421.4333868001,-1429.921701043,-1437.626256545,-1326.822599852,0.60898626
gdb_24825,C#Cc1cocnc1=O,3.14395,1.52838,1.02843,4.5913,71.52,-0.255,-0.0601,0.1949,1044.8363,0.077555,-435.494008,-435.486746,-435.485802,-435.526104,26.744,-1380.229890842,-1386.339318466,-1392.857254449,-1297.34975714,0.23896118
gdb_222,CC(C)(C#C)O,4.76694,2.76751,2.71134,1.7721,54.93,-0.2589,0.0425,0.3014,587.1297,0.116168,-270.399081,-270.391629,-270.390685,-270.429359,27.393,-1316.801281122,-1324.5679600151,-1332.273770535,-1227.298417434,0.71577144
gdb_19708,OC1C2C3CCC2C13,5.20216,1.73105,1.56481,1.6751,70.82,-0.2494,0.0783,0.3277,854.921,0.156419,-347.7672,-347.760817,-347.759872,-347.797319,26.309,-1739.760544883,-1751.753496891,-1761.8294089039,-1618.5327086821,0.3672789
gdb_21701,c1(c(=O)nnon1)N,3.53044,2.49126,1.46083,3.9104,54.27,-0.2653,-0.1059,0.1594,744.383,0.059052,-446.699043,-446.6923,-446.691356,-446.730294,24.021,-966.584115659,-971.23960493,-976.572176412,-898.062015386,0.732171
gdb_9449,NC1(CNC1=O)C#C,2.85767,1.80421,1.68132,2.5517,64.67,-0.2299,0.011,0.241,852.1563,0.1063,-378.692829,-378.684683,-378.683739,-378.725231,29.531,-1396.22635027,-1403.557537917,-1411.262093419,-1302.556826822,0.88465375
gdb_27124,NC1=C(OC=N)OC=C1,3.2079,1.19192,0.90722,2.7003,71.12,-0.1999,0.013,0.2128,1231.923,0.112905,-453.952998,-453.944628,-453.943684,-453.986957,30.181,-1518.96083558,-1527.040013955,-1535.336937953,-1416.885201568,0.98389184
gdb_8772,OC(C=O)C(O)C#N,4.51721,1.26659,1.18193,3.4157,55.21,-0.3019,-0.0659,0.236,984.9846,0.093331,-435.742711,-435.734584,-435.73364,-435.775667,28.284,-1303.1228399401,-1309.576770005,-1316.688329502,-1216.282496939,0.9472017
gdb_25635,CC#Cc1ccoc1N,3.68229,0.95687,0.76381,1.5442,85.78,-0.1802,0.0229,0.2031,1455.5661,0.124088,-400.760463,-400.7514,-400.750456,-400.795725,32.377,-1683.4234143721,-1691.957536772,-1700.847456775,-1576.0440742921,0.59311885
gdb_27974,CC1=CN(C=O)C(=N)N1,3.61768,1.21482,0.91461,6.7039,77.11,-0.1934,-0.0101,0.1833,1226.7413,0.123927,-434.115329,-434.106471,-434.105527,-434.149167,31.73,-1608.554060564,-1617.215567291,-1626.105487294,-1499.66493383,0.888886
gdb_19763,O1C2C3OC1C=CC23,3.35901,3.10402,2.57235,1.4576,59.56,-0.2333,0.0046,0.238,620.3831,0.110043,-382.525263,-382.520224,-382.51928,-382.554028,21.627,-1451.952287015,-1461.233772634,-1468.938328136,-1356.3607035001,0.91173166
gdb_7403,C(=O)(C(=N)N)C(=N)N,3.47872,1.72959,1.19045,4.2315,62.68,-0.2355,-0.0755,0.16,954.5261,0.107223,-412.06154,-412.053248,-412.052303,-412.094875,30.119,-1330.044858567,-1337.283174882,-1344.987102875,-1236.344587178,0.59842795
gdb_28253,c1c2c([nH]c1O)OCC2,4.7246,1.20832,0.9757,0.8246,71.28,-0.1556,0.0712,0.2268,1151.991,0.125961,-437.902265,-437.894289,-437.893345,-437.934731,29.793,-1635.729592827,-1644.9451900011,-1653.835110004,-1526.339713911,0.48893347
gdb_1348,CC1(C=CCO1)C,4.2207,2.36765,2.28654,1.3834,65.66,-0.2297,0.0195,0.2492,704.2269,0.147403,-309.731369,-309.724077,-309.723132,-309.762326,27.428,-1621.124320852,-1631.6576869261,-1641.141230443,-1509.549455598,0.24957597
gdb_2563,C1C(O1)(C#N)C#N,3.8377,2.64831,1.74746,3.7521,49.18,-0.3402,-0.0566,0.2836,659.7904,0.05428,-338.214346,-338.208157,-338.207212,-338.244541,21.125,-1000.507252199,-1004.6230837301,-1009.362659207,-941.321858337,0.15163215
gdb_27165,NC1=C(NC=N1)C1CO1,3.16926,1.3056,0.98573,1.5078,73.53,-0.1872,0.0226,0.2099,1162.0115,0.12627,-434.076608,-434.068561,-434.067617,-434.109669,29.856,-1584.256284575,-1593.426701101,-1602.316621104,-1474.879583348,0.121179245
gdb_16544,OC1C2CCC2C1=O,2.95338,2.26687,1.61945,1.9811,64.14,-0.2414,-0.0317,0.2097,822.0333,0.13028,-383.724265,-383.716895,-383.715951,-383.756131,27.321,-1576.4852131191,-1586.081080747,-1594.971628259,-1469.4685732411,0.05375763
gdb_18487,N#CCC1CC2CC12,5.64657,1.2136,1.12296,4.2336,71.86,-0.2702,0.0386,0.3088,1062.3804,0.143408,-326.713747,-326.70644,-326.705496,-326.745705,27.547,-1694.289987725,-1704.814568673,-1714.29811219,-1580.849538214,0.13694216
gdb_26448,CC(C=O)C1=COC=N1,3.67416,1.06386,0.92551,2.5692,70.18,-0.2409,-0.0242,0.2167,1243.5135,0.123813,-437.927118,-437.918771,-437.917826,-437.96124,29.535,-1651.3250740041,-1660.307865339,-1669.197157833,-1542.974349992,0.8059137
gdb_16462,CC12CCN3C1CC23,3.10167,2.75337,1.79877,1.5931,74.76,-0.2267,0.0926,0.3193,798.2364,0.167768,-327.875043,-327.868488,-327.867544,-327.905189,27.209,-1795.162059475,-1807.9356326791,-1818.605168206,-1667.2136018841,0.95677644
gdb_24207,C1C2OC1C1=C2OC=N1,4.30985,1.60267,1.40147,2.1157,66.05,-0.2237,-0.007,0.2166,888.3885,0.10378,-436.630148,-436.624232,-436.623287,-436.66086,23.452,-1465.3163461881,-1474.047506414,-1481.750806898,-1368.196778258,0.7351956
